claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
342,37,F,1.0,62,36086,1,1,Rent,85051,2/22/2016,Monday,Parking Lot,0,0.0,54,Phone,1,3720.846981,5.0,Large,44218.70562,red,43448.30768,0
16047,56,F,0.0,92,40249,0,1,Rent,80002,8/3/2016,Wednesday,Local,0,1.0,98,Phone,1,7375.125341,9.0,Compact,25767.86853,silver,12281.01801,0
15920,37,M,0.0,90,36120,1,1,Own,15034,9/2/2016,Friday,Local,0,1.0,58,Broker,0,3233.761716,5.0,Large,31157.026910000004,blue,60409.74551,0
16125,20,F,1.0,94,29978,1,1,Rent,80027,3/11/2015,Wednesday,Local,0,1.0,11,Broker,0,2901.006906,4.0,Medium,16205.98923,black,13931.15152,0
890,59,F,1.0,65,40767,1,0,Rent,85060,11/11/2015,Wednesday,Highway,0,1.0,99,Phone,1,6605.621199,7.0,Medium,19309.99194,other,32510.2146,0
25723,50,M,1.0,91,39115,1,1,Rent,50021,3/23/2016,Wednesday,Parking Lot,3,1.0,47,Online,1,5308.812493,5.0,Large,30931.09489,red,20560.23213,0
7798,62,F,1.0,48,41281,1,1,Rent,80002,5/15/2016,Sunday,Highway,0,0.0,30,Broker,1,3040.471124,4.0,Medium,9147.282372,blue,7031.3080390000005,0
7092,28,F,0.0,81,33314,0,1,Rent,15056,2/29/2016,Monday,Local,2,0.0,96,Online,1,6371.957474,6.0,Compact,41771.69386,blue,14735.93296,0
10932,34,M,1.0,37,35265,1,0,Rent,80024,3/1/2016,Tuesday,Local,0,0.0,73,Phone,1,5259.396790999999,7.0,Medium,11386.10559,black,16848.88751,0
131,46,M,1.0,93,38302,1,1,Rent,80025,3/1/2016,Tuesday,Local,0,0.0,45,Broker,1,3855.013775,7.0,Medium,23771.01456,silver,38244.06703,0
20636,51,M,1.0,73,39309,1,0,Own,15007,2/6/2016,Saturday,Local,2,0.0,88,Phone,1,4498.1602920000005,11.0,Medium,33159.06211,other,38557.12549,0
24626,59,F,1.0,79,40784,1,1,Rent,20142,6/12/2016,Sunday,Local,0,0.0,59,Broker,1,9503.196049,8.0,Compact,9800.84022,gray,18645.86154,0
3447,41,M,1.0,66,37121,0,1,Own,20109,8/2/2016,Tuesday,Local,0,0.0,76,Phone,1,5128.907159,4.0,Large,18747.84452,white,15609.30325,0
11812,57,M,1.0,66,40452,1,1,Rent,20146,6/26/2016,Sunday,Parking Lot,0,0.0,53,Phone,1,7042.750648,1.0,Medium,23651.36839,white,18390.77225,0
23267,50,M,1.0,88,39137,1,0,Rent,20105,2/19/2016,Friday,Highway,3,1.0,50,Broker,1,3162.133467,7.0,Large,11446.08464,black,23948.66125,0
6835,46,F,1.0,74,38279,1,0,Rent,85064,12/14/2015,Monday,Parking Lot,1,0.0,86,Broker,0,9307.55174,4.0,Large,57262.07901,black,11550.84527,0
23549,45,F,1.0,51,38069,1,0,Rent,15024,7/1/2016,Friday,Local,0,0.0,91,Broker,1,2268.762667,11.0,Large,10839.62356,white,16713.90639,0
5054,56,F,1.0,78,40273,0,0,Own,50021,8/14/2016,Sunday,Parking Lot,0,0.0,32,Broker,1,8836.275685999999,6.0,Large,14008.43175,white,24870.525530000003,0
18477,22,F,0.0,81,30908,1,0,Rent,80027,9/18/2015,Friday,Parking Lot,0,0.0,98,Online,0,7784.952376,0.0,Compact,40917.817310000006,silver,31432.19932,0
27640,31,M,0.0,76,34330,1,0,Own,50025,1/28/2016,Thursday,Parking Lot,1,0.0,100,Phone,1,3870.360724,9.0,Medium,14710.97224,other,41928.5178,0
15908,59,M,0.0,47,40768,1,0,Own,15050,10/18/2015,Sunday,Parking Lot,0,0.0,28,Phone,1,1414.63648,3.0,Large,38431.23075,other,12150.71918,0
12383,66,F,1.0,71,41895,0,0,Rent,80022,6/24/2015,Wednesday,Local,0,0.0,5,Phone,0,4119.755649000001,5.0,Medium,20790.73107,red,20296.83632,0
20496,45,F,0.0,49,38071,0,1,Rent,80026,1/13/2015,Tuesday,Highway,0,1.0,51,Phone,1,6733.100657999999,6.0,Medium,24159.20215,silver,14785.13336,0
7906,25,M,0.0,59,32201,1,1,Rent,20142,9/23/2015,Wednesday,Highway,0,0.0,89,Online,1,5404.86577,6.0,Large,18953.60918,white,32347.83661,0
6547,52,M,1.0,69,39516,0,0,Own,85077,6/4/2015,Thursday,Local,1,0.0,50,Broker,0,2072.18442,3.0,Medium,12937.46972,white,6982.397214,0
23506,53,M,0.0,83,39693,1,0,Own,80109,5/3/2016,Tuesday,Highway,1,0.0,100,Broker,1,6489.979843,6.0,Large,17076.13527,other,18844.80199,0
17367,49,F,0.0,85,38929,1,0,Own,85037,6/22/2016,Wednesday,Parking Lot,0,0.0,76,Broker,0,4824.029339,7.0,Medium,11479.34244,gray,25311.42279,0
16663,32,M,0.0,68,34660,0,0,Rent,20104,4/30/2016,Saturday,Local,1,1.0,32,Phone,1,1785.792868,3.0,Large,28070.48389,blue,39267.18759,0
12006,47,F,1.0,62,38506,1,1,Own,80102,6/1/2016,Wednesday,Parking Lot,0,0.0,71,Broker,1,4626.969966,2.0,Medium,30131.35176,silver,8154.00472,0
27112,23,F,1.0,97,31358,1,1,Rent,15015,5/16/2016,Monday,Parking Lot,0,0.0,100,Online,0,7492.499675,5.0,Large,22708.55294,silver,24951.85859,0
7195,63,F,1.0,67,41423,0,0,Own,15021,6/16/2015,Tuesday,Highway,0,0.0,60,Broker,0,11395.5557,5.0,Compact,27830.65939,red,10744.13187,0
21515,50,M,1.0,61,39118,1,0,Own,15018,2/5/2015,Thursday,Parking Lot,0,1.0,99,Phone,1,4160.307799,4.0,Large,13622.66737,gray,24683.91065,0
23656,41,M,0.0,59,37139,1,1,Own,85073,5/30/2015,Saturday,Local,0,0.0,22,Broker,0,6516.7242320000005,3.0,Medium,26403.78092,gray,16206.13809,0
16314,55,M,0.0,56,40075,0,1,Rent,80001,8/17/2015,Monday,Parking Lot,0,1.0,51,Phone,0,3994.797427,12.0,Large,39715.5173,gray,23207.1275,0
8737,35,F,1.0,89,35543,1,1,Own,20118,8/9/2016,Tuesday,Highway,0,0.0,70,Broker,1,3030.795788,9.0,Compact,12730.57184,blue,10133.10568,0
1536,39,M,1.0,75,36641,1,1,Own,50006,4/23/2016,Saturday,Parking Lot,0,0.0,99,Phone,1,4730.045395,5.0,Compact,9127.789695,blue,20279.46022,0
14811,23,F,1.0,63,31363,1,1,Rent,20103,3/21/2016,Monday,Highway,2,0.0,99,Online,1,2623.054032,4.0,Large,14890.85334,other,25329.02922,0
10505,58,F,0.0,82,40597,1,0,Rent,80022,11/13/2015,Friday,Parking Lot,0,0.0,53,Broker,0,13953.094680000002,8.0,Large,12889.30974,other,5311.062232,0
18613,25,M,1.0,92,32179,1,1,Rent,20106,3/9/2016,Wednesday,Highway,1,1.0,0,Online,1,5478.274498,11.0,Medium,13228.05295,other,8646.692213,0
9465,39,F,0.0,79,36630,1,0,Own,15025,10/1/2015,Thursday,Local,1,0.0,49,Broker,1,3482.277889,7.0,Large,15127.45466,white,15969.28927,0
7011,37,F,1.0,62,36103,1,1,Rent,85034,9/12/2016,Monday,Local,0,1.0,100,Broker,0,4924.192361,6.0,Compact,5653.078276,silver,21738.89779,0
14732,28,M,1.0,57,33324,1,1,Rent,15049,4/12/2015,Sunday,Local,0,0.0,22,Online,0,5126.264178,3.0,Compact,5937.716004,white,13063.57028,0
1234,32,F,1.0,72,34657,1,0,Rent,20119,7/22/2016,Friday,Local,1,0.0,29,Broker,1,8010.275669,5.0,Large,21723.42359,other,10407.71229,0
1099,71,F,1.0,79,42635,1,1,Rent,80019,5/30/2016,Monday,Local,1,1.0,28,Phone,1,5957.851963,10.0,Large,22552.59794,gray,15694.25644,0
4581,47,M,1.0,88,38509,1,0,Own,20144,5/17/2016,Tuesday,Local,0,0.0,63,Phone,1,5377.812368999999,2.0,Medium,32761.23106,other,14378.24105,0
20962,38,F,0.0,72,36377,0,1,Rent,50031,9/29/2016,Thursday,Highway,0,0.0,74,Phone,1,10130.03755,4.0,Medium,45939.93561,other,26992.56084,0
13606,32,F,1.0,72,34659,1,1,Own,80046,6/24/2016,Friday,Local,0,0.0,86,Phone,0,5546.605312,2.0,Large,23670.49049,gray,15443.73317,0
14659,46,M,1.0,96,38282,1,1,Own,85038,9/7/2015,Monday,Local,0,0.0,99,Phone,0,4640.50629,3.0,Medium,19067.04899,blue,7046.278133,0
28374,32,M,1.0,81,34659,0,0,Own,50056,1/14/2016,Thursday,Local,1,0.0,75,Broker,1,5317.186602000001,4.0,Large,33683.33595,black,16266.53323,0
12570,38,M,1.0,85,36377,1,0,Own,50001,2/28/2016,Sunday,Parking Lot,1,0.0,50,Broker,1,5390.43228,4.0,Compact,29808.98212,white,11325.4923,0
26015,40,M,1.0,58,36874,1,0,Rent,20142,9/14/2015,Monday,Highway,1,1.0,4,Phone,1,6231.875576,5.0,Compact,11502.01809,black,23985.64975,0
23504,40,F,0.0,89,36890,0,0,Own,15006,10/23/2015,Friday,Parking Lot,0,0.0,0,Broker,1,2051.09125,8.0,Large,7786.340294,white,36579.88244,0
26057,44,F,0.0,79,37841,1,0,Own,80044,10/20/2016,Thursday,Highway,0,0.0,0,Broker,0,3040.902643,3.0,Large,23644.28149,blue,18566.14041,0
16881,45,F,1.0,89,38069,1,1,Own,15012,3/22/2015,Sunday,Parking Lot,0,1.0,50,Broker,0,5622.645067,4.0,Large,29420.24919,gray,8724.605554,0
22820,43,F,1.0,96,37627,1,1,Rent,20113,11/9/2015,Monday,Highway,0,1.0,46,Broker,0,3668.882886,3.0,Large,23101.13635,blue,14024.05905,0
15796,49,F,0.0,89,38907,1,0,Rent,20113,12/16/2016,Friday,Local,2,1.0,24,Broker,1,3107.331063,8.0,Compact,5353.09062,black,6132.597456,0
24713,35,M,1.0,77,35554,1,1,Own,15006,3/21/2016,Monday,Parking Lot,0,0.0,49,Broker,1,5437.016468,3.0,Large,10550.33886,other,38278.71771,0
23268,31,M,1.0,82,34344,1,1,Own,85066,8/6/2015,Thursday,Local,0,0.0,84,Broker,0,3198.129888,7.0,Large,10131.77332,black,37339.89278,0
17447,45,M,1.0,87,38065,1,1,Rent,85018,1/5/2015,Monday,Local,0,0.0,85,Phone,1,5457.410929,5.0,Compact,6533.866333,other,45446.65284,0
16301,32,F,1.0,75,34661,0,0,Own,20134,1/21/2016,Thursday,Local,0,1.0,2,Broker,0,6464.598079,7.0,Medium,27032.96943,white,19221.50069,0
26460,28,M,0.0,90,33326,1,0,Rent,85009,10/30/2016,Sunday,Highway,0,0.0,58,Online,1,4407.970144,2.0,Large,12572.1634,black,26962.74704,0
18856,43,M,1.0,96,37600,0,1,Rent,15060,2/14/2015,Saturday,Local,0,1.0,0,Broker,0,6658.972143,3.0,Large,43805.9639,silver,13005.35408,0
14329,39,M,1.0,90,36648,1,1,Own,85065,3/30/2016,Wednesday,Local,2,0.0,88,Broker,1,6910.728245,4.0,Medium,16984.46156,gray,24517.3683,0
19901,38,M,1.0,86,36386,0,0,Own,85023,2/27/2015,Friday,Parking Lot,0,0.0,30,Broker,0,3204.963482,4.0,Large,17835.41172,black,18356.2307,0
12384,30,F,1.0,54,34009,1,0,Rent,85082,11/17/2016,Thursday,Highway,0,0.0,4,Broker,1,6283.401017,7.0,Large,16572.20575,red,47866.78387,0
4408,24,F,0.0,88,31786,1,0,Rent,15025,8/25/2016,Thursday,Local,0,1.0,45,Online,0,4151.891065,9.0,Medium,29762.30432,blue,13895.82694,0
8204,43,F,0.0,68,37592,0,1,Rent,50047,12/3/2015,Thursday,Highway,0,0.0,28,Phone,0,1342.80404,5.0,Medium,5884.422732999999,white,31277.6649,0
22132,41,M,1.0,66,37127,1,1,Own,85026,3/6/2015,Friday,Local,0,0.0,53,Phone,1,6060.047887,6.0,Medium,15563.00061,silver,27985.058760000004,0
4276,24,M,0.0,80,31795,1,1,Own,20129,6/12/2015,Friday,Local,0,0.0,50,Phone,1,4907.322407,9.0,Compact,65144.2208,red,14391.77373,0
27019,34,F,1.0,90,35257,1,1,Rent,15042,4/17/2015,Friday,Parking Lot,2,0.0,60,Phone,0,2278.098945,7.0,Large,11783.59791,red,42679.34762,0
2893,50,F,1.0,92,39120,0,1,Own,20115,9/6/2016,Tuesday,Parking Lot,0,0.0,26,Broker,1,5078.036634,3.0,Compact,21293.2911,gray,7618.380242,0
22486,26,F,0.0,68,32584,1,0,Own,85023,9/30/2015,Wednesday,Local,0,0.0,53,Online,0,12562.74905,10.0,Compact,46506.43379,silver,28392.44751,0
8303,43,M,1.0,65,37604,1,0,Own,50003,12/1/2015,Tuesday,Parking Lot,0,0.0,97,Broker,1,4522.675179999999,3.0,Compact,31034.28579,black,16228.88787,0
23403,40,M,1.0,67,36910,1,1,Rent,85053,7/3/2015,Friday,Local,0,1.0,56,Broker,0,4764.0692850000005,2.0,Large,37541.78098,gray,12099.07944,0
809,47,F,1.0,52,38509,0,1,Own,80021,4/9/2015,Thursday,Highway,2,0.0,3,Broker,1,3707.933718,3.0,Medium,27362.658580000003,black,51380.97247,0
7582,28,F,0.0,75,33311,0,1,Rent,85016,5/27/2016,Friday,Local,0,0.0,4,Online,0,3221.797157,0.0,Large,21067.84772,black,60683.70739,0
4223,38,F,1.0,83,36382,1,1,Rent,80025,8/20/2016,Saturday,Local,0,0.0,4,Broker,1,2891.255471,3.0,Medium,27918.76834,blue,19952.97893,0
5030,45,M,0.0,59,38046,1,0,Own,80025,6/29/2016,Wednesday,Local,1,0.0,57,Broker,1,5088.152822,2.0,Compact,28036.45328,other,9286.885448,0
24391,74,M,1.0,91,43032,1,0,Rent,85046,10/16/2015,Friday,Local,0,1.0,100,Phone,1,5013.53868,4.0,Large,10537.3955,red,14770.59875,0
26504,60,M,1.0,85,40959,1,0,Rent,85079,5/7/2015,Thursday,Highway,1,1.0,100,Broker,1,3349.534024,5.0,Large,43389.13069,black,30192.130760000004,0
7710,48,F,1.0,86,38716,1,0,Rent,50009,5/12/2015,Tuesday,Local,0,0.0,34,Phone,1,6398.894195,5.0,Medium,19179.54286,other,7764.807986,0
25478,23,M,0.0,66,31369,1,1,Rent,15009,5/18/2015,Monday,Parking Lot,0,0.0,50,Phone,1,4394.650151,5.0,Medium,12118.41563,white,21713.52748,0
21921,39,F,1.0,67,36662,0,1,Rent,85082,10/20/2016,Thursday,Local,0,0.0,100,Online,0,2395.143522,4.0,Medium,14529.36334,gray,34036.508389999995,0
4742,45,F,1.0,94,38070,1,1,Own,85078,8/1/2016,Monday,Local,2,0.0,81,Phone,1,1989.131391,4.0,Medium,31310.57481,silver,37690.79852,0
13249,28,F,0.0,52,33307,0,0,Rent,20149,8/18/2015,Tuesday,Parking Lot,0,0.0,100,Online,0,2907.535765,1.0,Compact,25551.14388,gray,6827.908901000001,0
12585,61,M,1.0,91,41111,1,0,Own,50011,9/1/2015,Tuesday,Local,0,1.0,21,Broker,1,2834.593552,5.0,Large,18675.94589,blue,6184.756518,0
26850,48,M,1.0,91,38702,1,0,Own,20129,5/29/2016,Sunday,Parking Lot,1,0.0,85,Broker,1,4512.201531000001,4.0,Compact,20682.96939,black,3450.609459,0
10681,38,M,1.0,56,36384,0,0,Own,50013,6/23/2016,Thursday,Local,0,0.0,0,Online,0,5805.035994,6.0,Medium,38862.32314,white,16647.51214,0
14284,44,F,0.0,67,37840,1,0,Rent,80026,6/26/2015,Friday,Parking Lot,1,0.0,50,Online,1,2005.111792,9.0,Large,23149.224,silver,19711.66146,0
23351,66,F,0.0,23,41890,0,1,Own,15004,11/2/2015,Monday,Local,0,1.0,99,Broker,1,8346.556898,3.0,Large,32680.32543,white,18358.90947,0
9506,52,F,1.0,80,39500,1,1,Own,15052,11/20/2015,Friday,Local,2,0.0,56,Phone,1,3777.961108,4.0,Large,11967.36418,white,24604.27101,0
2715,49,M,1.0,69,38914,1,0,Own,20102,12/11/2015,Friday,Parking Lot,0,0.0,90,Online,1,4806.720678,8.0,Medium,41750.22116,silver,14158.9242,0
4968,53,F,1.0,75,39703,1,0,Rent,15022,2/21/2015,Saturday,Parking Lot,0,0.0,20,Broker,0,5996.428926,9.0,Medium,19599.16581,white,6621.200989,0
1336,56,M,0.0,97,40248,1,0,Own,20124,3/18/2015,Wednesday,Local,0,0.0,38,Broker,1,5615.889895,11.0,Compact,2457.329316,gray,24216.62338,0
18769,37,F,1.0,66,36118,1,1,Rent,15012,9/27/2016,Tuesday,Local,0,0.0,10,Broker,1,2488.650505,7.0,Medium,57672.93238,gray,10957.5845,0
2097,45,M,1.0,87,38065,1,1,Rent,85071,8/3/2015,Monday,Highway,0,0.0,96,Broker,1,3796.090807,3.0,Medium,16912.58629,silver,15446.05,0
18714,28,M,0.0,90,33322,1,1,Rent,20109,5/19/2016,Thursday,Parking Lot,0,0.0,0,Online,1,4779.299683,5.0,Compact,14209.12964,red,23663.75612,0
3792,35,M,1.0,66,35542,1,1,Rent,50049,7/29/2015,Wednesday,Local,0,0.0,59,Broker,1,1966.77516,6.0,Large,25012.08396,white,14704.68027,0
18282,58,F,1.0,70,40592,1,1,Own,85001,6/2/2015,Tuesday,Highway,0,0.0,41,Online,0,6118.667543,6.0,Large,13607.87914,white,36109.00297,0
10506,29,M,1.0,73,33686,0,1,Rent,85029,5/31/2015,Sunday,Local,1,0.0,50,Online,1,5848.205731,7.0,Large,15241.64162,black,8758.992838,0
20261,51,F,1.0,26,39311,0,1,Own,85022,5/14/2016,Saturday,Highway,0,1.0,64,Broker,0,2018.996333,4.0,Compact,6962.208062999999,other,23672.31426,0
22852,53,F,0.0,95,39698,0,1,Rent,85062,2/24/2015,Tuesday,Parking Lot,2,0.0,78,Online,1,6456.786161999999,0.0,Medium,11777.56069,silver,18388.92035,0
7066,59,M,1.0,82,40760,1,1,Rent,20138,1/14/2015,Wednesday,Local,3,0.0,82,Phone,1,2516.103113,4.0,Medium,19338.24019,white,15590.17165,0
15902,31,F,1.0,34,34347,1,1,Own,50039,7/17/2015,Friday,Parking Lot,0,0.0,70,Phone,1,3432.6174590000005,4.0,Medium,31025.98937,other,17119.77392,0
1445,63,M,1.0,66,41425,1,0,Own,85034,4/18/2015,Saturday,Parking Lot,0,0.0,18,Broker,0,3184.074688,6.0,Medium,34386.11162,red,12720.03309,0
4921,37,F,1.0,71,36111,0,1,Own,80041,10/22/2016,Saturday,Local,0,1.0,49,Phone,1,6450.670987,3.0,Large,17165.8644,other,16584.0902,0
25791,41,M,1.0,78,37126,1,0,Own,80027,4/30/2016,Saturday,Local,0,0.0,19,Phone,1,4246.79011,5.0,Large,43735.22726,other,14178.88675,0
6975,28,M,1.0,66,33327,1,1,Rent,80002,7/8/2016,Friday,Highway,2,0.0,26,Online,1,4555.2457890000005,5.0,Medium,10737.57794,blue,20293.75269,0
23262,48,F,1.0,73,38707,1,1,Own,15019,1/9/2015,Friday,Local,4,1.0,51,Phone,1,2606.8596260000004,3.0,Large,37697.81823,black,20043.55576,0
23924,53,M,1.0,76,39694,1,0,Own,50034,9/30/2015,Wednesday,Local,0,0.0,4,Broker,1,5191.202202,4.0,Compact,14297.78091,silver,16040.23547,0
1147,53,M,1.0,96,39724,0,1,Own,50028,10/24/2015,Saturday,Highway,2,0.0,0,Phone,0,7817.664683,6.0,Medium,19602.0972,black,40844.849010000005,0
22258,55,M,1.0,84,40082,0,1,Own,50057,5/12/2015,Tuesday,Local,1,0.0,97,Phone,1,3778.811092,3.0,Large,15760.46438,other,11889.83926,0
16624,55,M,1.0,77,40078,1,1,Own,85076,2/10/2015,Tuesday,Local,0,0.0,93,Phone,1,5376.421818,5.0,Large,28676.48151,other,21692.72831,0
11952,58,F,1.0,80,40599,1,1,Own,80014,2/11/2015,Wednesday,Parking Lot,0,0.0,97,Broker,1,3985.148979,6.0,Large,12799.89658,other,12363.69592,0
21177,56,M,0.0,55,40248,0,1,Rent,20135,5/12/2016,Thursday,Parking Lot,0,0.0,14,Broker,0,3622.321487,5.0,Compact,11612.22422,gray,22834.57147,0
28073,29,M,1.0,80,33666,1,0,Own,15054,2/8/2016,Monday,Parking Lot,1,0.0,10,Online,0,3820.445684,7.0,Compact,35068.383310000005,black,10869.56126,0
11200,44,M,0.0,66,37858,1,1,Own,85065,6/7/2015,Sunday,Local,0,1.0,98,Broker,0,4244.576311,2.0,Compact,32786.27681,white,23174.4766,0
20328,68,M,1.0,63,42194,1,1,Own,15043,1/8/2015,Thursday,Highway,0,0.0,67,Broker,1,3982.886716,3.0,Medium,17956.04719,red,12278.23701,0
11223,48,F,0.0,85,38692,1,1,Own,50032,11/25/2015,Wednesday,Parking Lot,0,0.0,50,Broker,0,1994.77187,6.0,Medium,10846.60395,red,5096.724943,0
21849,72,M,1.0,84,42770,1,0,Rent,80021,12/17/2016,Saturday,Parking Lot,0,0.0,23,Broker,1,3856.395822,3.0,Compact,24781.28853,white,36875.42742,0
9972,50,M,1.0,70,39127,0,1,Own,85048,3/15/2016,Tuesday,Parking Lot,1,0.0,28,Phone,0,4151.033348,8.0,Large,39770.90816,black,27180.91452,0
18839,48,M,1.0,40,38712,0,1,Own,85060,6/2/2016,Thursday,Local,0,1.0,49,Phone,1,2460.378977,8.0,Large,26453.27939,blue,54147.00302,0
18974,32,F,0.0,77,34659,1,0,Rent,85062,12/20/2015,Sunday,Local,1,1.0,65,Online,1,2554.960106,8.0,Large,49765.02986,silver,25643.47276,0
25033,65,M,1.0,44,41727,0,0,Rent,80031,8/10/2016,Wednesday,Local,0,0.0,40,Broker,1,4233.862139,4.0,Compact,27485.43897,silver,16142.40516,0
13264,43,F,0.0,71,37617,0,1,Rent,20137,5/25/2016,Wednesday,Parking Lot,0,1.0,90,Phone,1,2672.378988,5.0,Large,22161.05608,other,23621.88296,0
3165,33,F,1.0,86,34976,0,1,Rent,85015,1/21/2015,Wednesday,Parking Lot,0,0.0,88,Phone,1,6221.281983,5.0,Large,25204.65775,other,19799.51616,0
12068,26,F,1.0,88,32587,0,0,Rent,85027,5/1/2015,Friday,Parking Lot,0,1.0,3,Online,1,4405.864658,1.0,Medium,19191.23804,other,23876.06808,0
29871,38,F,1.0,36,36386,0,0,Own,50021,1/13/2015,Tuesday,Parking Lot,1,0.0,85,Broker,0,6192.026735,4.0,Medium,9137.769456,blue,36024.850439999995,0
15699,39,M,1.0,78,36646,1,0,Own,20111,3/31/2016,Thursday,Parking Lot,1,0.0,47,Online,0,6023.549553,12.0,Compact,20458.07008,black,8410.052972,0
925,48,M,1.0,70,38708,1,0,Rent,20121,8/24/2016,Wednesday,Parking Lot,0,0.0,3,Broker,1,8121.419417,8.0,Compact,6223.054966,gray,6263.349107999999,0
14851,39,M,0.0,82,36634,1,1,Own,20160,11/1/2016,Tuesday,Local,0,1.0,0,Broker,1,2015.254878,6.0,Large,12003.49159,other,18459.74497,0
2740,57,M,1.0,78,40433,1,1,Own,20101,1/9/2015,Friday,Local,0,0.0,50,Broker,1,5880.593127,5.0,Medium,21382.78173,white,39465.28603,0
6058,49,F,0.0,79,38902,1,0,Own,80107,11/8/2016,Tuesday,Parking Lot,1,1.0,50,Broker,1,3584.332365,2.0,Large,8089.278069,gray,44978.14321,0
23947,67,F,1.0,51,42061,1,0,Own,15025,9/15/2016,Thursday,Parking Lot,0,0.0,85,Online,0,6051.01536,5.0,Large,35816.09525,silver,23490.84054,0
28188,52,M,0.0,86,39514,1,1,Own,15031,12/7/2016,Wednesday,Parking Lot,1,0.0,3,Phone,1,4400.267559000001,2.0,Compact,16598.55705,gray,17338.56554,0
24135,66,F,1.0,74,41888,0,0,Own,15015,6/17/2016,Friday,Local,0,0.0,100,Broker,1,5380.829934,9.0,Medium,16336.22168,white,41745.59993,0
23774,53,M,1.0,92,39717,1,1,Own,85028,3/22/2016,Tuesday,Parking Lot,0,0.0,50,Broker,1,3450.747793,7.0,Large,20195.60529,black,23460.44741,0
9216,45,F,0.0,65,38065,1,1,Rent,50047,4/14/2015,Tuesday,Local,0,1.0,50,Broker,1,6534.529118,5.0,Compact,6926.330587,red,30405.87246,0
25228,27,F,1.0,94,32950,1,0,Rent,85078,1/22/2016,Friday,Local,2,0.0,99,Online,1,5418.596028,4.0,Medium,16357.46186,red,5662.913107,0
5766,27,M,1.0,63,32963,1,1,Own,80025,9/29/2016,Thursday,Local,0,1.0,0,Broker,1,3452.3095020000005,4.0,Large,11520.56844,gray,2591.881965,0
18485,23,M,1.0,78,31355,1,1,Rent,85021,6/24/2016,Friday,Local,0,1.0,94,Online,0,4976.242947,5.0,Compact,23615.95772,red,22865.52441,0
9557,39,M,1.0,90,36648,0,0,Rent,50055,5/14/2016,Saturday,Parking Lot,0,0.0,97,Broker,0,5851.975399,5.0,Compact,34154.04468,blue,31209.90392,0
27599,55,M,1.0,60,40075,0,1,Rent,15047,11/10/2016,Thursday,Highway,0,0.0,89,Phone,0,2286.860379,10.0,Medium,12287.90324,red,20899.78924,0
18060,29,M,1.0,80,33662,1,1,Own,15012,9/12/2015,Saturday,Local,1,0.0,8,Online,1,4349.392526,5.0,Medium,10662.9436,blue,15950.89428,0
3372,44,F,1.0,84,37841,1,0,Own,20149,11/14/2015,Saturday,Local,1,0.0,78,Broker,1,7456.223984,3.0,Large,43553.60182,black,27505.863060000003,0
6322,40,M,1.0,79,36875,1,1,Own,80005,8/31/2015,Monday,Highway,0,0.0,52,Broker,0,4318.844877,7.0,Compact,12733.82755,black,10279.72819,0
5208,51,F,0.0,84,39309,1,0,Own,85071,1/20/2015,Tuesday,Highway,0,1.0,21,Broker,1,7471.354623,3.0,Compact,15737.29071,other,23645.98613,0
29863,41,M,1.0,53,37126,1,0,Own,20109,9/28/2016,Wednesday,Parking Lot,0,1.0,46,Broker,0,4005.665056,4.0,Large,28440.03809,white,45652.07755,0
1132,72,M,1.0,42,42761,1,0,Rent,50042,9/28/2015,Monday,Parking Lot,0,0.0,45,Phone,0,3950.245776,3.0,Medium,34221.498360000005,white,53897.01787,0
6127,29,M,0.0,83,33666,1,1,Rent,20115,8/17/2015,Monday,Local,1,1.0,100,Online,1,4476.690597,2.0,Medium,21921.28972,white,23311.01825,0
27156,74,M,1.0,57,43047,1,1,Rent,15035,12/23/2016,Friday,Local,1,1.0,57,Broker,1,5045.931454,5.0,Large,14922.185119999998,black,41092.34662,0
5669,36,M,1.0,90,35832,1,1,Own,85040,1/9/2016,Saturday,Parking Lot,0,1.0,76,Broker,0,5108.285599,2.0,Medium,18728.25678,silver,17529.59004,0
27200,37,M,1.0,81,36112,0,0,Own,15057,9/25/2015,Friday,Parking Lot,0,0.0,95,Phone,1,3225.817011,6.0,Medium,39154.34068,red,17895.19446,0
16937,47,F,1.0,57,38501,1,0,Own,50022,8/22/2016,Monday,Highway,0,0.0,90,Phone,1,6981.7345700000005,4.0,Compact,19889.93587,black,37679.12868,0
17058,27,F,1.0,60,32945,0,1,Rent,20136,4/1/2015,Wednesday,Local,3,0.0,49,Phone,1,2818.446005,9.0,Compact,35104.55141,other,20262.25228,0
21782,61,M,1.0,62,41107,1,0,Rent,20134,8/7/2015,Friday,Parking Lot,0,0.0,4,Phone,1,4327.303334,3.0,Large,5828.769163,blue,30072.28814,0
7140,35,F,1.0,91,35555,1,1,Own,80004,7/18/2016,Monday,Highway,4,0.0,77,Phone,1,6449.066588000001,6.0,Compact,50321.046910000005,blue,25990.84485,0
4695,38,F,1.0,93,36376,0,0,Own,85053,1/1/2015,Thursday,Local,0,0.0,62,Broker,1,8848.945898,4.0,Compact,47783.59031,blue,10283.11697,0
